rut,fecha,estado,justificada,motivo
95279778-6,2024-03-05,PRESENTE,false,
95279778-6,2024-03-06,SALIDA_ANTICIPADA,false,
95279778-6,2024-03-07,SALIDA_ANTICIPADA,false,
95279778-6,2024-03-08,SALIDA_ANTICIPADA,false,
95279778-6,2024-03-09,PRESENTE,false,
95279778-6,2024-03-10,PRESENTE,false,
13936154-6,2024-03-01,AUSENTE,true,Certificado medico
13936154-6,2024-03-02,AUSENTE,true,Certificado medico
13936154-6,2024-03-03,AUSENTE,false,
13936154-6,2024-03-04,SALIDA_ANTICIPADA,false,
13936154-6,2024-03-05,SALIDA_ANTICIPADA,false,
13936154-6,2024-03-06,SALIDA_ANTICIPADA,false,
13936154-6,2024-03-07,AUSENTE,true,Certificado medico
13936154-6,2024-03-08,PRESENTE,false,
13936154-6,2024-03-09,SALIDA_ANTICIPADA,false,
13936154-6,2024-03-10,SALIDA_ANTICIPADA,false,
62247531-7,2024-03-01,PRESENTE,false,
62247531-7,2024-03-02,PRESENTE,false,
62247531-7,2024-03-03,AUSENTE,false,
62247531-7,2024-03-04,PRESENTE,false,
62247531-7,2024-03-05,PRESENTE,false,
62247531-7,2024-03-06,SALIDA_ANTICIPADA,false,
62247531-7,2024-03-07,SALIDA_ANTICIPADA,false,
62247531-7,2024-03-08,AUSENTE,true,Certificado medico
62247531-7,2024-03-09,AUSENTE,true,Certificado medico
62247531-7,2024-03-10,PRESENTE,false,
55167127-2,2024-03-01,PRESENTE,false,
55167127-2,2024-03-02,SALIDA_ANTICIPADA,false,
55167127-2,2024-03-03,PRESENTE,false,
55167127-2,2024-03-04,AUSENTE,true,Certificado medico
55167127-2,2024-03-05,PRESENTE,false,
55167127-2,2024-03-06,AUSENTE,false,
55167127-2,2024-03-07,PRESENTE,false,
55167127-2,2024-03-08,SALIDA_ANTICIPADA,false,
55167127-2,2024-03-09,PRESENTE,false,
55167127-2,2024-03-10,SALIDA_ANTICIPADA,false,
85269192-4,2024-03-01,AUSENTE,true,Certificado medico
85269192-4,2024-03-02,SALIDA_ANTICIPADA,false,
85269192-4,2024-03-03,PRESENTE,false,
85269192-4,2024-03-04,AUSENTE,false,
85269192-4,2024-03-05,AUSENTE,false,
85269192-4,2024-03-06,SALIDA_ANTICIPADA,false,
85269192-4,2024-03-07,SALIDA_ANTICIPADA,false,
85269192-4,2024-03-08,AUSENTE,false,
85269192-4,2024-03-09,PRESENTE,false,
85269192-4,2024-03-10,AUSENTE,true,Certificado medico
16316991-6,2024-03-01,AUSENTE,false,
16316991-6,2024-03-02,SALIDA_ANTICIPADA,false,
16316991-6,2024-03-03,PRESENTE,false,
16316991-6,2024-03-04,PRESENTE,false,
16316991-6,2024-03-05,SALIDA_ANTICIPADA,false,
16316991-6,2024-03-06,AUSENTE,false,
16316991-6,2024-03-07,PRESENTE,false,
16316991-6,2024-03-08,SALIDA_ANTICIPADA,false,
16316991-6,2024-03-09,AUSENTE,true,Certificado medico
16316991-6,2024-03-10,AUSENTE,false,
