rut,fecha,estado,justificada,motivo
36255853-1,2024-03-03,AUSENTE,true,Certificado medico
36255853-1,2024-03-04,PRESENTE,false,
36255853-1,2024-03-05,SALIDA_ANTICIPADA,false,
36255853-1,2024-03-06,PRESENTE,false,
36255853-1,2024-03-07,PRESENTE,false,
36255853-1,2024-03-08,AUSENTE,false,
36255853-1,2024-03-09,PRESENTE,false,
36255853-1,2024-03-10,PRESENTE,false,
45327256-8,2024-03-01,PRESENTE,false,
45327256-8,2024-03-02,AUSENTE,true,Certificado medico
45327256-8,2024-03-03,PRESENTE,false,
45327256-8,2024-03-04,SALIDA_ANTICIPADA,false,
45327256-8,2024-03-05,PRESENTE,false,
45327256-8,2024-03-06,PRESENTE,false,
45327256-8,2024-03-07,PRESENTE,false,
45327256-8,2024-03-08,AUSENTE,false,
45327256-8,2024-03-09,PRESENTE,false,
45327256-8,2024-03-10,AUSENTE,true,Certificado medico
84482477-0,2024-03-01,SALIDA_ANTICIPADA,false,
84482477-0,2024-03-02,SALIDA_ANTICIPADA,false,
84482477-0,2024-03-03,SALIDA_ANTICIPADA,false,
84482477-0,2024-03-04,AUSENTE,false,
84482477-0,2024-03-05,SALIDA_ANTICIPADA,false,
84482477-0,2024-03-06,PRESENTE,false,
84482477-0,2024-03-07,AUSENTE,false,
84482477-0,2024-03-08,PRESENTE,false,
84482477-0,2024-03-09,PRESENTE,false,
84482477-0,2024-03-10,PRESENTE,false,
96491448-5,2024-03-01,PRESENTE,false,
96491448-5,2024-03-02,AUSENTE,false,
96491448-5,2024-03-03,SALIDA_ANTICIPADA,false,
96491448-5,2024-03-04,AUSENTE,false,
96491448-5,2024-03-05,SALIDA_ANTICIPADA,false,
96491448-5,2024-03-06,PRESENTE,false,
96491448-5,2024-03-07,SALIDA_ANTICIPADA,false,
96491448-5,2024-03-08,AUSENTE,true,Certificado medico
96491448-5,2024-03-09,AUSENTE,false,
96491448-5,2024-03-10,PRESENTE,false,
56522740-4,2024-03-01,SALIDA_ANTICIPADA,false,
56522740-4,2024-03-02,PRESENTE,false,
56522740-4,2024-03-03,SALIDA_ANTICIPADA,false,
56522740-4,2024-03-04,PRESENTE,false,
56522740-4,2024-03-05,AUSENTE,false,
56522740-4,2024-03-06,PRESENTE,false,
56522740-4,2024-03-07,AUSENTE,true,Certificado medico
56522740-4,2024-03-08,AUSENTE,true,Certificado medico
56522740-4,2024-03-09,SALIDA_ANTICIPADA,false,
56522740-4,2024-03-10,AUSENTE,false,
42240991-6,2024-03-01,SALIDA_ANTICIPADA,false,
42240991-6,2024-03-02,PRESENTE,false,
42240991-6,2024-03-03,SALIDA_ANTICIPADA,false,
42240991-6,2024-03-04,PRESENTE,false,
42240991-6,2024-03-05,AUSENTE,false,
42240991-6,2024-03-06,SALIDA_ANTICIPADA,false,
42240991-6,2024-03-07,AUSENTE,false,
42240991-6,2024-03-08,SALIDA_ANTICIPADA,false,
42240991-6,2024-03-09,AUSENTE,true,Certificado medico
42240991-6,2024-03-10,SALIDA_ANTICIPADA,false,
42039621-8,2024-03-01,SALIDA_ANTICIPADA,false,
42039621-8,2024-03-02,AUSENTE,true,Certificado medico
42039621-8,2024-03-03,PRESENTE,false,
42039621-8,2024-03-04,SALIDA_ANTICIPADA,false,
42039621-8,2024-03-05,PRESENTE,false,
42039621-8,2024-03-06,AUSENTE,false,
42039621-8,2024-03-07,AUSENTE,false,
42039621-8,2024-03-08,PRESENTE,false,
42039621-8,2024-03-09,PRESENTE,false,
42039621-8,2024-03-10,SALIDA_ANTICIPADA,false,
