rut,fecha,estado,justificada,motivo
33367580-3,2024-03-04,SALIDA_ANTICIPADA,false,
33367580-3,2024-03-05,SALIDA_ANTICIPADA,false,
33367580-3,2024-03-06,AUSENTE,false,
33367580-3,2024-03-07,PRESENTE,false,
33367580-3,2024-03-08,AUSENTE,false,
33367580-3,2024-03-09,AUSENTE,true,Certificado medico
33367580-3,2024-03-10,PRESENTE,false,
51005370-9,2024-03-01,AUSENTE,false,
51005370-9,2024-03-02,SALIDA_ANTICIPADA,false,
51005370-9,2024-03-03,SALIDA_ANTICIPADA,false,
51005370-9,2024-03-04,AUSENTE,false,
51005370-9,2024-03-05,AUSENTE,true,Certificado medico
51005370-9,2024-03-06,AUSENTE,false,
51005370-9,2024-03-07,PRESENTE,false,
51005370-9,2024-03-08,PRESENTE,false,
51005370-9,2024-03-09,SALIDA_ANTICIPADA,false,
51005370-9,2024-03-10,PRESENTE,false,
18705738-3,2024-03-01,AUSENTE,true,Certificado medico
18705738-3,2024-03-02,PRESENTE,false,
18705738-3,2024-03-03,SALIDA_ANTICIPADA,false,
18705738-3,2024-03-04,AUSENTE,false,
18705738-3,2024-03-05,PRESENTE,false,
18705738-3,2024-03-06,SALIDA_ANTICIPADA,false,
18705738-3,2024-03-07,SALIDA_ANTICIPADA,false,
18705738-3,2024-03-08,PRESENTE,false,
18705738-3,2024-03-09,SALIDA_ANTICIPADA,false,
18705738-3,2024-03-10,AUSENTE,true,Certificado medico
61683006-7,2024-03-01,SALIDA_ANTICIPADA,false,
61683006-7,2024-03-02,SALIDA_ANTICIPADA,false,
61683006-7,2024-03-03,AUSENTE,true,Certificado medico
61683006-7,2024-03-04,PRESENTE,false,
61683006-7,2024-03-05,PRESENTE,false,
61683006-7,2024-03-06,PRESENTE,false,
61683006-7,2024-03-07,SALIDA_ANTICIPADA,false,
61683006-7,2024-03-08,SALIDA_ANTICIPADA,false,
61683006-7,2024-03-09,SALIDA_ANTICIPADA,false,
61683006-7,2024-03-10,PRESENTE,false,
70940354-5,2024-03-01,AUSENTE,true,Certificado medico
70940354-5,2024-03-02,AUSENTE,false,
70940354-5,2024-03-03,PRESENTE,false,
70940354-5,2024-03-04,SALIDA_ANTICIPADA,false,
70940354-5,2024-03-05,AUSENTE,false,
70940354-5,2024-03-06,AUSENTE,false,
70940354-5,2024-03-07,SALIDA_ANTICIPADA,false,
70940354-5,2024-03-08,PRESENTE,false,
70940354-5,2024-03-09,PRESENTE,false,
70940354-5,2024-03-10,AUSENTE,false,
83300661-8,2024-03-01,AUSENTE,false,
83300661-8,2024-03-02,SALIDA_ANTICIPADA,false,
83300661-8,2024-03-03,SALIDA_ANTICIPADA,false,
83300661-8,2024-03-04,AUSENTE,true,Certificado medico
83300661-8,2024-03-05,AUSENTE,true,Certificado medico
83300661-8,2024-03-06,SALIDA_ANTICIPADA,false,
83300661-8,2024-03-07,SALIDA_ANTICIPADA,false,
83300661-8,2024-03-08,PRESENTE,false,
83300661-8,2024-03-09,AUSENTE,true,Certificado medico
83300661-8,2024-03-10,AUSENTE,false,
